show_id,type,title,release_year,rating,duration,listed_in, description 
70054723,Movie,Steal a Pencil for Me,2006,TV-14,94 min,Documentaries, This moving documentary chronicles the unshakeable romance between a couple who met and fell in love while imprisoned in a Nazi concentration camp. 
81131761,Movie,The Outsider,2019,TV-MA,86 min,Movies, A frontier sheriff tries to protect his sadistic son from a Chinese railroad worker hellbent on revenge. 
81016326,Movie,Arisan 2,2011,TV-14,113 min,Comedies, A group of friends reunites for a vacation amid nature  where they laugh about their shared history and bond over difficult truths. 
80227777,Movie,Cardboard Gangsters,2016,TV-MA,92 min,Dramas, A low-level drug dealer decides to move up the ranks of the illegal narcotics trade in Darndale  Dublin  putting him and his gang on a violent path. 
81018233,Movie,Eeda,2018,TV-14,153 min,Dramas, Two young adults with families on opposite ends of the political spectrum fall in love in a Kerala city torn by violence. 
81016317,Movie,Galih dan Ratna,2017,TV-PG,111 min,Dramas, Sparks fly between the new girl at school and the misfit with a passion for music. Yet the world threatens to put a stop to their innocent love song. 
81016337,Movie,Gie,2005,TV-14,141 min,Dramas, Indonesian activist Soe Hok Gie experiences a political awakening during the tumultuous regimes of Suharto and Sukarno. Inspired by true events. 
81018234,Movie,​Goli Soda 2,2018,TV-MA,128 min,Action & Adventure, A taxi driver  a gangster and an athlete struggle to better their lives despite obstacles like crooked politicians  evil dons and caste barriers. 
81018241,Movie,Jugaad,2017,TV-14,52 min,Documentaries, Following the stories of five diverse individuals  this documentary offers a glimpse into the indomitable tenacity of several Mumbai residents. 
81018235,Movie,​Maj Rati ​​Keteki,2017,TV-14,117 min,Dramas, A successful writer returns to the town that launched his career  encountering people who spark nostalgic  often painfully illuminating flashbacks. 
81018236,Movie,​Mayurakshi,2017,TV-14,100 min,Dramas, When a middle-aged divorcee returns to Kolkata to visit his ailing father  long-buried memories resurface  bringing new discoveries with them. 
81018237,Movie,Red Oleanders Raktokarobi,2017,TV-14,112 min,Dramas, When a theater group stages a production of a Rabindranath Tagore play  they begin to notice parallels between the story and their own lives. 
81018238,Movie,Samantaral,2017,TV-MA,110 min,Dramas, On a family visit  a young man and his girlfriend set out to discover why his eccentric uncle has been mysteriously confined to one room for years. 
81016339,Movie,The Secret,2018,TV-MA,98 min,Horror Movies, Learning that her father has married a woman her own age  Kanaya leaves home  only to get into an accident that lands her in a haunted hospital. 
80067522,Movie,First They Killed My Father,2017,TV-MA,137 min,Dramas, A 5-year-old girl embarks on a harrowing quest for survival amid the sudden rise and terrifying reign of the Khmer Rouge in Cambodia. 
80192149,Movie,Gagarin: First in Space,2013,TV-14,108 min,Dramas, This biopic of Russian cosmonaut Yuri Gagarin follows his rise from childhood poverty to his selection and training for the 1961 Vostok mission. 
80142637,Movie,Janaan,2016,TV-14,132 min,Comedies, After 11 years in Canada  young Meena returns to her native Pakistan for a family wedding and becomes romantically entangled with an adopted cousin. 
80192014,Movie,Larceny,2017,TV-14,87 min,Action & Adventure, An ex-CIA contractor turned thief is forced to head a CIA gambit to infiltrate a black ops Mexican prison and steal $50 million in drug cartel money. 
80192015,Movie,Rumble,2016,TV-MA,92 min,Action & Adventure, An ex-MMA champion reduced to fixing fights in Mexico must win one last match to save his girlfriend  who's been kidnapped by the mob. 
80168230,Movie,Strong Island,2017,TV-MA,108 min,Documentaries, The forces of family  grief and racial injustice converge in this powerful documentary exploring the murder of filmmaker Yance Ford's brother. 
80088910,Movie,Natural Born Pranksters,2016,R,91 min,Comedies," The biggest pranksters on YouTube – VitalyzdTV  Dennis Roady and Roman Atwood – turn Hollywood into ""Prankwood"" with their most over-the-top stunts. "
70290909,Movie,Sample This,2012,TV-14,83 min,Documentaries," This doc traces the impact of the Incredible Bongo Band's ""Apache "" which played a key role in the birth of hip-hop after Kool Herc began sampling it. "
80033772,Movie,Cowspiracy: The Sustainability Secret,2014,NR,90 min,Documentaries, Learn how factory farming is decimating the planet's natural resources – and why this crisis has been largely ignored by major environmental groups. 
81093951,Movie,Oh! Baby,2019,TV-14,157 min,Comedies, A surly septuagenarian gets another chance at her 20s after having her photo snapped at a studio that magically takes 50 years off her life. 
80238013,Movie,The Crystal Calls Making the Dark Crystal: Age of Resistance,2019,TV-PG,83 min,Documentaries, Go behind the scenes with stars  puppeteers and creators as they bring Jim Henson's magical world of Thra back to life in a sweeping fantasy series. 
81089941,Movie,We Have Always Lived in the Castle,2018,TV-14,95 min,Dramas, The fragile and secretive world of two sisters and their uncle crumbles when their charming cousin arrives with eyes toward the family fortune. 
81000011,Movie,Bangkok Hell,2002,TV-MA,107 min,Dramas, When offered a deal to snitch on fellow prisoners  an inmate faces a tough dilemma: act in his own interest  or help those who may need him. 
80217733,Movie,Bleach,2018,TV-14,109 min,Action & Adventure, When high schooler Ichigo is suddenly given reaper abilities  he really wants to give the powers back. But he'll have to reap some souls first. 
80999985,Movie,Still,2010,TV-MA,100 min,Horror Movies, A haunted hotel  a body in a water tank  a nightclub fire and a prison death comprise four horror tales taken from Thailand's newspaper headlines. 
80188120,Movie,The Angel,2018,TV-MA,114 min,Dramas, As his country prepares for war  top Egyptian official Ashraf Marwan makes contact with Israel and wades into a shadowy game of high-stakes espionage. 
80164779,Movie,The Land of Steady Habits,2018,TV-MA,98 min,Comedies, After leaving his wife and his job to find happiness  Anders begins a clumsy  heartbreaking quest to reassemble the pieces of his fractured life. 
81092328,Movie,American Warfighter,2019,TV-MA,106 min,Dramas, A Navy SEAL haunted by wartime memories tries to rebuild his life at home  even as one last mission threatens to unravel everything. 
81183572,Movie,Deviant Love,2019,TV-14,87 min,Thrillers, In a tailspin after her marriage collapses  Jamie falls for a helpful gentleman whose interest in her welfare hides sinister motives. 
81037283,Movie,Head Count,2018,TV-MA,90 min,Horror Movies, A group of college students on a weekend getaway accidentally summon a supernatural entity intent on using them for its deadly ritual. 
80244973,Movie,Hello| Privilege. It's Me| Chelsea,2019,TV-MA,65 min,Documentaries, In this documentary  Chelsea Handler explores how white privilege impacts American culture – and the ways it’s benefited her own life and career. 
81132438,Movie,Locked on You,2018,TV-14,105 min,Comedies, When his chatty nature lands him in trouble  an unlucky meatball seller flees Istanbul and finds a new life on a beautiful island. 
81161230,Movie,Shanghai Fortress,2019,TV-14,107 min,Dramas, A young man falls for a heroic general and soon follows her footsteps as humans defend Earth against extraterrestrials seeking a precious energy source. 
81002412,Movie,Tall Girl,2019,TV-PG,103 min,Children & Family Movies, After years of slouching through life  6-foot-1 teen Jodi resolves to conquer her insecurities and gets caught up in a high school love triangle. 
81023636,Movie,Time Trap,2018,TV-14,88 min,Action & Adventure, While searching for their missing archaeology professor  a group of students discovers a cave where time passes differently than it does on the surface. 
80192834,Movie,Reversing Roe,2018,TV-14,100 min,Documentaries, Through interviews with abortion rights supporters and opponents  this film lifts the lid on a decades-long political campaign to overturn Roe v. Wade. 
80198046,Movie,Ghost of the Mountains,2017,G,78 min,Documentaries, An international group of filmmakers sets out on a mission to get up close and personal with a family of elusive snow leopards. 
80106307,Movie,Extremis,2016,TV-PG,25 min,Documentaries, Witness the wrenching emotions that accompany end-of-life decisions as doctors  patients and families in a hospital ICU face harrowing choices. 
70267728,Movie,Turbo,2013,PG,96 min,Children & Family Movies, A speed-obsessed snail who dreams of being the world's greatest race car driver gets his chance when an accident imbues him with high-octane speed. 
81001000,Movie,On My Skin,2018,TV-MA,100 min,Dramas, Arrested in Rome for a drug-related offense  Stefano Cucchi endures a harrowing week in custody that changes his family forever. Based on true events. 
80192445,Movie,Heroin(e),2017,TV-14,40 min,Documentaries, This documentary follows three women – a fire chief  a judge and a street missionary – as they battle West Virginia's devastating opioid epidemic. 
80158670,Movie,Jeff Dunham: Relative Disaster,2017,TV-MA,71 min,Stand-Up Comedy, Ventriloquist Jeff Dunham brings his rude and slightly demented posse of puppets to Ireland for a gleeful skewering of family and politics. 
80244019,Movie,The Resistance Banker,2018,TV-MA,123 min,Dramas, Risking his family and future  a banker in occupied Amsterdam slows the Nazi war machine by creating an underground bank to fund the resistance. 
80162143,Movie,The Forgotten,2014,TV-MA,89 min,Horror Movies, After a teenager goes to live with his father in abandoned public housing  he hears strange noises and decides to investigate with his new friend. 
81060174,Movie,Bill Burr: Paper Tiger,2019,TV-MA,67 min,Stand-Up Comedy, Bill Burr unloads on outrage culture  male feminism  cultural appropriation  robot sex and more in a blistering stand-up special shot in London. 
70130445,Movie,Eat Pray Love,2010,PG-13,140 min,Dramas, After deciding to reshape her life after divorce  Liz travels around the world in search of good food  spirituality and true love. 
80216928,Movie,Evelyn,2019,TV-MA,96 min,Documentaries, Haunted by the suicide of a brother  a director and his kin walk across the U.K. in an emotionally trying  visually sublime journey toward healing. 
81001494,Movie,Our Godfather,2019,TV-MA,93 min,Documentaries, In 1986  Tommaso Buscetta became the first top-level Mafia boss ever to testify against the mob. It cost him and his family everything. 
80991570,Movie,My Teacher| My Obsession,2018,TV-14,86 min,Thrillers, When Riley changed schools  she didn't expect the girls to crush on her English teacher dad. And he didn't expect a disturbing infatuation. 
80184129,Movie,68 Kill,2017,R,96 min,Comedies, A hapless guy agrees to help his stunning – but psychotic – girlfriend rob her loathsome sugar daddy in a scheme as ill-conceived as it is violent. 
60000861,Movie,American Psycho,2000,R,102 min,Comedies, With chiseled good looks that belie his insanity  a businessman takes pathological pride in yuppie pursuits and indulges in sudden homicidal urges. 
1151375,Movie,Dante's Peak,1997,PG-13,108 min,Action & Adventure, When a volcanologist comes to investigate the recent rumblings of a dormant volcano  a massive eruption has everyone in town fighting for their lives. 
